step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrg,nameDest,oldbalanceDest,newbalanceDest,isFraud
416,PAYMENT,75034.01,C6303788022,4729190.71,4654156.7,M1492516548,0.0,0.0,0
386,CASH_OUT,427427.1,C7696778582,4200365.16,3772938.06,C6774714598,3803757.47,4231184.57,0
88,PAYMENT,482145.06,C2126819843,686589.24,204444.18,M6939532084,0.0,0.0,1
257,PAYMENT,303274.98,C6864360225,1960616.13,1657341.15,M9744109672,0.0,0.0,0
419,CASH_IN,336063.65,C2661887798,3084999.87,3421063.52,C6080061272,1651974.21,1988037.8599999999,0
180,PAYMENT,178161.1,C5340610742,3020610.66,2842449.56,M2152453785,0.0,0.0,0
183,CASH_OUT,220972.36,C4742942982,3417242.89,3196270.5300000003,C8869264769,2812822.92,3033795.28,0
290,PAYMENT,290600.27,C3467317194,4420117.22,4129516.9499999997,M5650599617,0.0,0.0,0
440,CASH_IN,150484.84,C5339840149,1493894.05,1644378.8900000001,C8389762229,2311866.78,2462351.6199999996,0
154,CASH_IN,336444.37,C4352927927,256554.34,592998.71,C9770256749,3783100.68,4119545.0500000003,0
322,CASH_IN,303362.25,C1305386847,3565810.19,3869172.44,C4293877750,3008647.44,3312009.69,0
499,PAYMENT,221923.18,C9614654762,3107963.99,2886040.81,M2805815878,0.0,0.0,0
445,CASH_IN,50964.28,C4559138833,4113293.62,4164257.9,C2970664780,4738759.34,4789723.62,0
357,CASH_OUT,323481.55,C2150246433,700104.38,376622.83,C1268542985,2528125.77,2851607.32,0
403,PAYMENT,408210.93,C5078973220,3259851.36,2851640.4299999997,M2817678322,0.0,0.0,1
152,CASH_OUT,35710.05,C4593671374,1887831.73,1852121.68,C7432205757,2722052.49,2757762.54,0
227,CASH_OUT,391321.9,C1842151727,228668.32,0.0,C7895662863,4908298.54,5299620.44,0
472,PAYMENT,262054.35,C6063303621,1557147.05,1295092.7,M2379148222,0.0,0.0,0
402,CASH_OUT,121530.85,C2042023861,2107641.3,1986110.4499999997,C8504827569,3131209.29,3252740.14,0
427,CASH_IN,238891.57,C4418738048,3303865.3,3542756.8699999996,C2107370562,1408385.68,1647277.25,0
227,CASH_OUT,94142.46,C2376815007,3641747.57,3547605.11,C8337468893,4624408.03,4718550.49,0
385,CASH_IN,429194.28,C1261986875,1176354.21,1605548.49,C9703720379,3527646.52,3956840.8,0
60,PAYMENT,29112.49,C6882034291,2195765.3,2166652.8099999996,M4769972256,0.0,0.0,0
178,CASH_IN,441579.88,C9078717585,1235984.76,1677564.6400000001,C6533105238,2047709.68,2489289.56,1
194,CASH_IN,236120.32,C6704610624,262968.86,499089.18,C2430280237,4087081.22,4323201.54,0
461,CASH_OUT,95069.76,C2770239880,1969263.42,1874193.66,C1423806000,177566.29,272636.05,1
198,CASH_IN,446342.73,C5418382137,1817307.91,2263650.6399999997,C5963568061,488731.04,935073.77,0
141,CASH_IN,17135.35,C2030770553,1660558.37,1677693.7200000002,C2739211776,556015.67,573151.02,0
84,CASH_OUT,141859.97,C2887365312,3626854.1,3484994.13,C7088228375,4017880.14,4159740.1100000003,1
216,CASH_OUT,106651.91,C6627403809,2053579.74,1946927.83,C6376889530,2571374.38,2678026.29,0
194,CASH_OUT,383383.91,C1995206601,3705779.55,3322395.6399999997,C8199784172,1939542.36,2322926.27,0
436,CASH_OUT,463689.5,C9249444820,747253.91,283564.41000000003,C2204364364,263121.36,726810.86,0
20,CASH_IN,429686.81,C2153735955,3549027.06,3978713.87,C1618245426,2721501.91,3151188.72,0
230,CASH_IN,384095.82,C9487428103,4701544.46,5085640.28,C2458335794,60958.22,445054.04000000004,0
391,PAYMENT,135562.86,C6367789213,440311.35,304748.49,M9081425530,0.0,0.0,0
94,CASH_IN,41429.73,C1392372219,528365.51,569795.24,C5042333972,4822411.25,4863840.98,1
202,CASH_IN,6630.91,C9491885165,669535.39,676166.3,C4510962423,3779365.85,3785996.7600000002,0
360,CASH_IN,344209.33,C3485967486,3448312.14,3792521.47,C9494279857,3141290.41,3485499.74,1
15,CASH_IN,84898.55,C7464489716,2972360.9,3057259.4499999997,C5152073106,121423.24,206321.79,0
428,CASH_IN,492052.69,C6655063182,1108643.73,1600696.42,C6333892039,180622.45,672675.14,0
102,CASH_IN,17888.12,C6728816918,4809703.25,4827591.37,C3916431173,4351189.02,4369077.14,0
427,CASH_IN,269075.67,C9476313842,4981969.29,5251044.96,C8715726469,3382381.14,3651456.81,0
96,CASH_IN,417837.66,C8277283038,2053825.94,2471663.6,C2744067756,46370.45,464208.11,1
15,CASH_IN,283782.68,C1719268351,538192.29,821974.97,C1912786335,105974.11,389756.79,1
213,CASH_OUT,4506.8,C4569791196,235778.06,231271.26,C3081135383,2750353.82,2754860.6199999996,0
95,CASH_OUT,316770.32,C1852037154,1609856.15,1293085.8299999998,C9004473472,141460.16,458230.48,1
43,CASH_OUT,398128.62,C9720393557,2135025.3,1736896.6799999997,C8471910306,3643114.83,4041243.45,0
429,PAYMENT,430970.5,C8027238554,3883524.83,3452554.33,M8102477114,0.0,0.0,0
486,CASH_OUT,453605.8,C7070973862,3170101.2,2716495.4000000004,C6916696357,3473771.62,3927377.42,0
498,CASH_IN,427873.0,C7623007812,397177.41,825050.4099999999,C2744755497,3484276.06,3912149.06,0
179,CASH_IN,262465.51,C8089102880,870507.28,1132972.79,C9847755854,4586235.49,4848701.0,0
405,CASH_IN,299210.61,C8578040872,3407617.38,3706827.9899999998,C8830850452,185580.87,484791.48,0
436,CASH_OUT,244841.49,C8511721595,4449698.57,4204857.08,C9974648859,3670792.99,3915634.4800000004,0
456,PAYMENT,221937.42,C6417810067,4585908.45,4363971.03,M1445375986,0.0,0.0,0
217,PAYMENT,305552.66,C5989070514,3141824.79,2836272.13,M2004416754,0.0,0.0,1
139,PAYMENT,104330.69,C8199584479,3810425.53,3706094.84,M9951936732,0.0,0.0,0
244,PAYMENT,207924.15,C7480379434,4190602.62,3982678.47,M2865603837,0.0,0.0,0
62,CASH_OUT,246699.32,C6908804901,1283370.33,1036671.01,C4869099526,3803340.2,4050039.52,1
86,CASH_IN,417630.96,C4032318410,4203857.5,4621488.46,C8667663248,1120203.45,1537834.41,1
489,CASH_IN,171788.06,C4051076941,3998256.93,4170044.99,C1737937336,568308.24,740096.3,1
149,CASH_IN,426289.19,C2636020891,709797.24,1136086.43,C8106796164,3005391.03,3431680.2199999997,0
203,CASH_IN,207513.36,C6043436749,4725277.09,4932790.45,C3523802992,3346652.67,3554166.03,0
51,CASH_IN,350817.75,C8851331282,2868123.3,3218941.05,C4299265941,451817.57,802635.3200000001,0
218,CASH_OUT,473131.19,C6754393254,314742.05,0.0,C5513764048,801535.13,1274666.32,0
435,PAYMENT,58077.11,C8685306912,1177222.71,1119145.5999999999,M2624237527,0.0,0.0,0
290,CASH_IN,425887.14,C5324486307,2088125.15,2514012.29,C1838890983,2961763.51,3387650.65,1
304,PAYMENT,11965.03,C4165250993,1267313.16,1255348.13,M3294199231,0.0,0.0,0
475,PAYMENT,221723.0,C2869843011,4326662.23,4104939.2300000004,M6460656723,0.0,0.0,0
116,CASH_IN,84816.47,C5040162887,4212923.52,4297739.989999999,C7787275181,3731172.58,3815989.0500000003,0
352,CASH_OUT,281875.87,C8449755889,3995630.45,3713754.58,C9512083091,2675286.25,2957162.12,1
93,CASH_IN,320233.0,C7727597453,1598515.92,1918748.92,C7555827607,308749.86,628982.86,0
180,CASH_OUT,224674.83,C6162296492,747843.22,523168.39,C6437655501,2675156.92,2899831.75,1
246,PAYMENT,32320.32,C2263016123,4662668.58,4630348.26,M9956271031,0.0,0.0,1
121,CASH_OUT,245008.79,C9762428074,3492757.84,3247749.05,C1038878083,1820576.61,2065585.4000000001,0
271,CASH_IN,26753.91,C9689060965,2784640.39,2811394.3000000003,C8354201236,4852914.57,4879668.48,0
281,CASH_IN,199759.79,C5025563140,1889070.55,2088830.34,C8886966729,2738769.59,2938529.38,0
245,CASH_OUT,348043.93,C3470075262,624693.01,276649.08,C3931469790,726213.54,1074257.47,1
189,PAYMENT,131495.95,C7850311154,2688181.7,2556685.75,M7040581493,0.0,0.0,0
222,CASH_IN,303670.11,C5355591379,2508406.45,2812076.56,C1289144996,2849048.89,3152719.0,0
55,PAYMENT,62650.83,C9929422193,3528593.94,3465943.11,M5398307605,0.0,0.0,0
73,CASH_OUT,457084.81,C6814137772,73014.23,0.0,C1902824495,504955.49,962040.3,1
430,PAYMENT,341383.85,C8188980261,4989075.28,4647691.430000001,M4506554503,0.0,0.0,0
217,CASH_IN,74188.04,C1508419304,2700845.63,2775033.67,C3494067611,3640413.87,3714601.91,0
424,CASH_IN,117103.23,C1935274839,161183.32,278286.55,C9625109032,4626172.85,4743276.08,0
228,CASH_OUT,388457.77,C4403105170,4027278.82,3638821.05,C4828490927,2742948.24,3131406.0100000002,1
181,CASH_OUT,424787.15,C4377177322,1595469.45,1170682.2999999998,C5671188759,673091.54,1097878.69,0
400,CASH_IN,341107.45,C5805135339,1874577.74,2215685.19,C8376655019,4579096.22,4920203.67,0
111,CASH_OUT,298656.34,C8572183078,2959942.5,2661286.16,C7665123642,3339191.11,3637847.4499999997,0
365,CASH_OUT,10885.89,C3436000495,2865122.06,2854236.17,C2764059881,3884251.36,3895137.25,0
172,CASH_OUT,73216.35,C8976186053,2904802.73,2831586.38,C5489047360,2867045.52,2940261.87,0
366,CASH_OUT,36690.11,C6964550370,1280638.1,1243947.99,C2864403665,3062138.56,3098828.67,0
2,PAYMENT,1340.95,C9866272802,1241321.24,1239980.29,M3372276643,0.0,0.0,1
363,CASH_OUT,80836.93,C6969123088,96497.67,15660.740000000005,C3186243199,3735287.36,3816124.29,1
178,PAYMENT,350096.18,C1183383727,4450544.19,4100448.0100000002,M6462662706,0.0,0.0,0
338,CASH_IN,405294.35,C9790469362,3500524.01,3905818.36,C3503596362,3622033.99,4027328.3400000003,0
444,PAYMENT,479336.21,C2225960780,4139212.29,3659876.08,M6146585412,0.0,0.0,0
48,CASH_OUT,448206.91,C5799861148,4982290.8,4534083.89,C8995466999,952036.13,1400243.04,0
451,CASH_OUT,344728.17,C8319053198,3144205.71,2799477.54,C9602192402,1769677.0,2114405.17,1
123,CASH_IN,151000.41,C5167115137,1912275.43,2063275.8399999999,C8047450280,4568917.74,4719918.15,0
180,CASH_OUT,196558.16,C7232217623,973161.52,776603.36,C3831601347,192146.63,388704.79000000004,0
415,PAYMENT,485095.0,C6613308672,4200432.29,3715337.29,M3742420146,0.0,0.0,1
167,CASH_OUT,419823.94,C2225592288,1859771.46,1439947.52,C7905694800,4999194.28,5419018.220000001,1
182,CASH_IN,170659.22,C6301172444,4405004.33,4575663.55,C4685095106,2374142.51,2544801.73,0
291,CASH_IN,325173.37,C6133246612,2073648.77,2398822.14,C3833118517,1209226.31,1534399.6800000002,0
196,PAYMENT,300296.54,C6586836000,4991734.93,4691438.39,M1426849283,0.0,0.0,1
370,PAYMENT,220570.44,C6678441020,809536.31,588965.8700000001,M2579751910,0.0,0.0,0
144,PAYMENT,411951.26,C4275420843,1073316.35,661365.0900000001,M8585661388,0.0,0.0,0
292,CASH_OUT,196362.94,C4069822481,276404.43,80041.48999999999,C5476018858,1156857.1,1353220.04,0
203,PAYMENT,398995.99,C3246449354,2388484.68,1989488.6900000002,M8214379232,0.0,0.0,0
232,CASH_OUT,126764.02,C9480970369,3110206.28,2983442.26,C3563347881,3608419.62,3735183.64,0
453,CASH_IN,173659.35,C4975719384,2012108.51,2185767.86,C3607363124,94123.94,267783.29000000004,0
392,PAYMENT,97298.54,C8830963096,863583.0,766284.46,M6058538134,0.0,0.0,0
315,PAYMENT,299881.85,C7383891716,4213660.48,3913778.6300000004,M2187464988,0.0,0.0,1
202,CASH_OUT,489635.52,C8272223327,1448734.32,959098.8,C7175654957,2644962.71,3134598.23,0
48,PAYMENT,420288.81,C1296213784,4877889.94,4457601.130000001,M4708144047,0.0,0.0,0
229,CASH_OUT,486812.18,C4981908269,1383324.23,896512.05,C6121185809,2791319.07,3278131.25,0
29,CASH_OUT,493839.3,C9794059837,1033763.3,539924.0,C5699468536,3806216.0,4300055.3,0
482,CASH_OUT,231205.48,C4741305708,3763270.03,3532064.55,C4515069745,40648.86,271854.34,0
194,CASH_OUT,466254.51,C5140998189,471490.83,5236.320000000007,C6452400315,3559707.42,4025961.9299999997,0
364,CASH_OUT,325149.02,C2225645660,4663759.51,4338610.49,C6244534192,1834930.6,2160079.62,0
481,CASH_OUT,323351.72,C8295627269,3909331.44,3585979.7199999997,C5633361701,1555433.1,1878784.82,0
384,PAYMENT,347884.54,C1891445541,2676751.64,2328867.1,M5525977809,0.0,0.0,0
422,CASH_OUT,348072.26,C1263068172,2628779.78,2280707.5199999996,C2858009071,3523140.17,3871212.4299999997,1
153,CASH_OUT,371946.29,C1167056948,2513600.03,2141653.7399999998,C7331750062,3029602.78,3401549.07,1
179,CASH_IN,142573.37,C7585490830,2965481.82,3108055.19,C9149259425,3980917.59,4123490.96,0
376,CASH_IN,131806.09,C1091268785,3460056.5,3591862.59,C5959233792,3944019.72,4075825.81,1
235,CASH_IN,23911.84,C5403273215,221104.11,245015.94999999998,C4439443304,1622499.47,1646411.31,0
284,CASH_IN,261403.24,C9804659466,2063788.03,2325191.27,C1164985698,3245200.61,3506603.8499999996,1
395,PAYMENT,387585.5,C8215179320,2484645.1,2097059.6,M2845474115,0.0,0.0,1
499,PAYMENT,359585.52,C7994184658,3233021.14,2873435.62,M7410196873,0.0,0.0,0
141,PAYMENT,214856.42,C3073866312,1838030.84,1623174.4200000002,M7828477244,0.0,0.0,1
315,PAYMENT,428700.87,C1649895763,1990984.64,1562283.77,M5585499006,0.0,0.0,0
51,CASH_IN,246915.33,C3823162706,3947308.27,4194223.6,C8304526390,4484805.69,4731721.0200000005,1
235,CASH_IN,409396.57,C4470522190,1752883.81,2162280.38,C1355839177,1348537.87,1757934.4400000002,0
98,CASH_IN,25162.58,C5969915054,4921463.53,4946626.11,C3140945648,1149968.2,1175130.78,1
32,CASH_OUT,478134.38,C5426616230,369454.75,0.0,C3235281344,2169176.65,2647311.03,1
131,CASH_IN,336644.56,C3037774323,2874683.66,3211328.22,C9064363866,3695304.87,4031949.43,0
70,CASH_IN,256869.74,C7772962380,3697325.22,3954194.96,C9525171447,4878185.4,5135055.140000001,0
196,PAYMENT,189235.74,C5229729789,4947833.65,4758597.91,M4832733228,0.0,0.0,0
271,PAYMENT,298207.01,C1921047762,412748.06,114541.04999999999,M9227742257,0.0,0.0,0
361,PAYMENT,476795.03,C3313431492,727427.12,250632.08999999997,M8562086434,0.0,0.0,0
4,CASH_IN,351845.2,C8202159712,3778116.01,4129961.21,C6161735925,951180.58,1303025.78,0
31,CASH_IN,73802.71,C7239780270,4654698.83,4728501.54,C1194847568,2666335.02,2740137.73,0
116,CASH_IN,432034.83,C8504896614,1205436.38,1637471.21,C4970445419,509124.15,941158.98,0
299,CASH_IN,146648.76,C3666659387,3476111.63,3622760.3899999997,C6358484848,4690224.47,4836873.2299999995,0
161,CASH_OUT,495029.87,C3638612826,752660.98,257631.11,C4252119092,3167782.21,3662812.08,0
76,PAYMENT,86313.14,C5750894757,536997.74,450684.6,M5010171584,0.0,0.0,0
303,CASH_IN,147354.53,C4830130914,3986684.98,4134039.51,C5294299312,1832516.81,1979871.34,0
244,PAYMENT,145333.89,C9628006636,3980853.86,3835519.9699999997,M2568301013,0.0,0.0,0
134,CASH_OUT,356413.5,C4010995861,2299430.2,1943016.7000000002,C4626815083,2142156.48,2498569.98,1
198,PAYMENT,241880.82,C8570146120,1541196.39,1299315.5699999998,M3694045433,0.0,0.0,0
423,PAYMENT,363990.81,C1198913195,1863390.34,1499399.53,M4251832025,0.0,0.0,0
396,CASH_OUT,47131.49,C8082419026,1696980.59,1649849.1,C3009506502,4459055.83,4506187.32,0
29,CASH_OUT,135598.38,C3318392762,3508994.0,3373395.62,C5894357717,2764075.71,2899674.09,0
334,CASH_OUT,364800.14,C1664061606,429803.42,65003.27999999997,C9865381739,4475110.23,4839910.37,1
57,PAYMENT,190312.44,C5694075121,4697620.05,4507307.609999999,M9367129016,0.0,0.0,0
308,PAYMENT,71622.09,C4678169338,2811999.06,2740376.97,M6686149707,0.0,0.0,1
130,CASH_OUT,108075.1,C8616934328,1041001.43,932926.3300000001,C9227750809,1674180.97,1782256.07,1
229,CASH_OUT,98006.91,C6875752837,3985828.51,3887821.5999999996,C3715259450,3858949.15,3956956.06,1
407,PAYMENT,350256.4,C4033259250,430950.11,80693.70999999996,M2578413944,0.0,0.0,0
14,CASH_IN,236890.04,C7512089025,1563585.79,1800475.83,C9026715963,334725.74,571615.78,0
166,CASH_OUT,233423.36,C4760904433,2140421.57,1906998.21,C2119755043,1930562.61,2163985.97,0
220,PAYMENT,405317.41,C6562897644,773816.78,368499.37000000005,M7153455984,0.0,0.0,0
227,CASH_IN,26628.96,C9264595696,1341115.76,1367744.72,C7924047407,4298859.06,4325488.02,0
275,CASH_IN,89186.48,C5050097504,4470348.26,4559534.74,C8262373726,2404944.64,2494131.12,1
170,CASH_OUT,314310.0,C1947946871,1856461.78,1542151.78,C9262010471,3823385.86,4137695.86,0
35,CASH_IN,318446.65,C1258330306,2053424.71,2371871.36,C1805150229,4195294.35,4513741.0,0
272,CASH_IN,116213.79,C7936572711,3424337.29,3540551.08,C1126833042,3056020.65,3172234.44,0
54,CASH_IN,341946.92,C5195111744,1454121.83,1796068.75,C1667923345,660143.87,1002090.79,0
389,PAYMENT,120583.03,C6874501612,1400204.52,1279621.49,M7336040111,0.0,0.0,0
367,CASH_OUT,316022.5,C4824609139,2986975.83,2670953.33,C8196970131,3763832.25,4079854.75,1
67,PAYMENT,322660.84,C9237596648,28715.37,0.0,M2893083974,0.0,0.0,1
137,CASH_OUT,153605.06,C7543927091,2931561.37,2777956.31,C8306736806,3997375.58,4150980.64,0
114,CASH_IN,231682.85,C8269339487,3473798.93,3705481.7800000003,C7952420388,1798461.37,2030144.2200000002,0
120,PAYMENT,411386.67,C2549631461,1328637.32,917250.6500000001,M4370419932,0.0,0.0,0
317,PAYMENT,454046.55,C6942616465,4200291.84,3746245.29,M3669184259,0.0,0.0,0
363,CASH_IN,122861.24,C8856390264,984051.26,1106912.5,C4013465522,3499399.26,3622260.5,0
310,PAYMENT,94425.15,C5873880110,785603.23,691178.08,M3909289193,0.0,0.0,0
242,PAYMENT,251263.7,C4963919032,4346280.29,4095016.59,M3096063028,0.0,0.0,0
86,CASH_OUT,374734.32,C6966334025,3673726.36,3298992.04,C9875218663,4986497.02,5361231.34,1
445,CASH_IN,340131.77,C7816647170,798978.17,1139109.94,C7044012583,4979969.17,5320100.9399999995,0
367,CASH_OUT,377441.74,C2531084995,3403461.77,3026020.0300000003,C4890212275,3116076.74,3493518.4800000004,0
242,PAYMENT,184008.48,C1975626886,1457596.76,1273588.28,M3335244007,0.0,0.0,1
384,PAYMENT,165346.7,C8170855216,514858.28,349511.58,M1777131933,0.0,0.0,0
220,CASH_OUT,312569.65,C1406738377,2379391.98,2066822.33,C8672983808,2344483.81,2657053.46,0
179,CASH_IN,96134.85,C8699809786,612303.71,708438.5599999999,C5825228595,221828.83,317963.68,0
422,CASH_OUT,391419.9,C9395266949,1904195.94,1512776.04,C5609736633,1714477.3,2105897.2,0
12,PAYMENT,93596.07,C9550439985,2499282.77,2405686.7,M4848077566,0.0,0.0,0
271,CASH_OUT,334629.24,C4975702626,1224240.56,889611.3200000001,C6611703623,2958928.77,3293558.01,0
12,CASH_IN,83785.86,C4150178648,2074746.35,2158532.21,C4316347226,2967938.84,3051724.6999999997,1
446,CASH_IN,20357.34,C8761324747,4186125.2,4206482.54,C9387138148,4721550.0,4741907.34,0
13,CASH_OUT,301005.84,C9269781835,4919848.09,4618842.25,C2510886229,4309159.95,4610165.79,0
324,CASH_IN,100906.57,C6201589743,903063.23,1003969.8,C3996359474,4954347.61,5055254.180000001,0
360,CASH_IN,477757.0,C9888836480,2656464.78,3134221.78,C7419867732,2264264.35,2742021.35,0
79,PAYMENT,199985.22,C8732770050,3726933.09,3526947.8699999996,M6050113879,0.0,0.0,0
154,CASH_OUT,268758.61,C6398673949,3326761.96,3058003.35,C9751010245,2616847.85,2885606.46,1
419,CASH_OUT,21881.05,C7523141589,2315280.31,2293399.2600000002,C5284101966,4636874.47,4658755.52,1
32,CASH_OUT,319182.9,C5192534660,2558625.13,2239442.23,C5847385819,1376012.31,1695195.21,0
199,CASH_IN,332949.8,C4779476825,2887516.84,3220466.6399999997,C3825907436,2600322.2,2933272.0,1
474,CASH_IN,191084.91,C2815516695,3938397.52,4129482.43,C4815006546,3663010.3,3854095.21,0
343,CASH_IN,248881.41,C2471630520,3846055.5,4094936.91,C9100094616,1306779.61,1555661.02,1
119,PAYMENT,172276.62,C9418824897,3222679.79,3050403.17,M5736221667,0.0,0.0,0
42,CASH_IN,326347.19,C9324655181,2117558.26,2443905.4499999997,C8759424067,4554232.19,4880579.380000001,1
466,PAYMENT,32665.27,C7561184729,4657809.05,4625143.78,M4915136864,0.0,0.0,0
267,CASH_IN,351245.74,C2772807152,2357509.22,2708754.96,C8599347060,1019882.53,1371128.27,0
485,PAYMENT,399589.8,C5143848841,3418933.98,3019344.18,M3636148262,0.0,0.0,0
210,CASH_OUT,351106.2,C1238137201,1992324.84,1641218.6400000001,C1393028055,1494942.56,1846048.76,1
337,CASH_IN,209688.24,C2790990813,1314158.53,1523846.77,C2044931549,2843992.96,3053681.2,0
243,CASH_IN,127018.12,C4327634984,4429962.06,4556980.18,C1897123151,589538.4,716556.52,1
480,CASH_OUT,191963.58,C9824183415,4135480.44,3943516.86,C7124131572,1046971.46,1238935.04,0
64,CASH_IN,102001.17,C4444100950,2568122.4,2670123.57,C4360965119,2560237.07,2662238.2399999998,0
245,CASH_IN,395841.32,C4907051740,4781060.77,5176902.09,C4088723783,973061.19,1368902.51,0
104,CASH_IN,306821.66,C1982654564,3015584.85,3322406.5100000002,C8256939792,4769461.33,5076282.99,0
129,PAYMENT,286971.94,C6614794333,2860837.6,2573865.66,M3556362369,0.0,0.0,0
182,PAYMENT,192341.0,C1633676232,3643410.86,3451069.86,M3675811146,0.0,0.0,1
76,PAYMENT,382733.91,C8896165828,600961.85,218227.94,M9638392527,0.0,0.0,0
119,CASH_IN,451742.1,C9123916299,1401259.32,1853001.42,C5135244366,4550019.23,5001761.33,1
411,PAYMENT,124780.68,C6171981425,1963055.65,1838274.97,M1733935218,0.0,0.0,0
267,CASH_IN,16336.91,C2981870160,576902.51,593239.42,C8521383486,2718247.71,2734584.62,1
124,PAYMENT,141351.31,C6841896649,4823747.66,4682396.350000001,M5437264017,0.0,0.0,0
227,CASH_OUT,198725.04,C5972715028,846226.03,647500.99,C7380903548,1059596.49,1258321.53,0
399,CASH_OUT,464913.53,C2756815732,3333758.43,2868844.9000000004,C7547571668,2524281.47,2989195.0,0
418,CASH_IN,471881.83,C8398194057,1391082.4,1862964.23,C4916889967,3054309.88,3526191.71,1
412,CASH_OUT,126128.48,C6018949790,4465914.2,4339785.72,C1125325473,3021053.5,3147181.98,0
227,CASH_IN,472894.07,C7124658144,2788023.93,3260918.0,C1595830515,2780904.15,3253798.2199999997,0
69,CASH_OUT,371907.48,C5733845392,4976750.53,4604843.050000001,C3973770507,3657091.19,4028998.67,0
236,PAYMENT,291570.93,C6277295732,1296487.56,1004916.6300000001,M5224990704,0.0,0.0,1
329,PAYMENT,160277.69,C6901177704,2538471.03,2378193.34,M2929438047,0.0,0.0,0
241,CASH_OUT,192806.32,C2196126456,2856853.41,2664047.0900000003,C2292090449,2754162.32,2946968.6399999997,0
325,CASH_OUT,271124.59,C9039495403,3554043.27,3282918.68,C6891254362,3806196.92,4077321.51,1
483,PAYMENT,344461.49,C7876833714,2426637.64,2082176.1500000001,M3832318325,0.0,0.0,0
230,CASH_IN,493044.55,C5217239008,4166663.46,4659708.01,C7630934574,4047336.04,4540380.59,0
428,CASH_OUT,20054.6,C3548959269,1318303.99,1298249.39,C9451893907,3814012.66,3834067.2600000002,1
64,CASH_OUT,380064.81,C9900475201,2476072.15,2096007.3399999999,C7534530596,1171201.84,1551266.6500000001,0
193,PAYMENT,224206.06,C9067087437,1677079.19,1452873.13,M6384894762,0.0,0.0,0
182,PAYMENT,459940.42,C5849880211,4897345.74,4437405.32,M3004883692,0.0,0.0,1
242,CASH_OUT,482589.22,C9520239667,3422131.29,2939542.0700000003,C9331028130,2446631.97,2929221.1900000004,0
386,CASH_OUT,298806.65,C4763740965,3396247.51,3097440.86,C6100693417,2760920.59,3059727.2399999998,1
239,CASH_OUT,146346.96,C1674878461,4814128.05,4667781.09,C9589604700,2607574.87,2753921.83,0
40,PAYMENT,458055.55,C1184396681,4926596.29,4468540.74,M1279919971,0.0,0.0,0
329,CASH_OUT,331970.66,C2699089387,4216894.94,3884924.2800000003,C8372942468,2151090.01,2483060.67,0
138,PAYMENT,317078.06,C4708431838,4603485.04,4286406.98,M3438719761,0.0,0.0,1
487,CASH_IN,57369.38,C1150820010,1785853.07,1843222.45,C4668779567,2554219.23,2611588.61,0
140,PAYMENT,124577.36,C4922707857,2811825.52,2687248.16,M2794036879,0.0,0.0,0
192,CASH_IN,273356.72,C7392759939,1784666.03,2058022.75,C6585997395,4562752.74,4836109.46,1
101,PAYMENT,184121.84,C1174872372,3509540.06,3325418.22,M3437951913,0.0,0.0,0
181,PAYMENT,392191.1,C8018638963,1395803.72,1003612.62,M8757944742,0.0,0.0,1
180,PAYMENT,97198.04,C1897190811,2541216.2,2444018.16,M6411948728,0.0,0.0,0
2,CASH_OUT,336621.92,C1291284150,485449.92,148828.0,C3143606166,4326017.73,4662639.65,0
335,CASH_OUT,178937.57,C5073330048,582799.72,403862.14999999997,C1854061584,4041709.55,4220647.12,0
247,CASH_IN,189267.44,C5753689061,4528709.08,4717976.5200000005,C3874857177,2474805.09,2664072.53,1
306,CASH_OUT,63960.21,C1177266660,2098321.82,2034361.6099999999,C4602654031,3047508.64,3111468.85,0
473,PAYMENT,167137.13,C5019730404,2893779.56,2726642.43,M1396850117,0.0,0.0,0
22,CASH_OUT,355521.07,C7555758857,4324076.62,3968555.5500000003,C5770296140,798265.7,1153786.77,0
116,CASH_IN,280678.52,C7326834551,4572087.55,4852766.07,C5971422145,2075394.32,2356072.84,0
225,CASH_IN,134588.77,C2710030538,4495680.07,4630268.84,C9305904060,3055970.64,3190559.41,0
249,CASH_IN,341961.56,C8170035028,2933712.37,3275673.93,C2327392789,4867549.9,5209511.46,1
46,PAYMENT,247783.85,C8095555219,3851945.62,3604161.77,M3486242416,0.0,0.0,0
290,CASH_OUT,60166.49,C7775037471,1458740.68,1398574.19,C3957182559,216693.05,276859.54,1
412,CASH_OUT,103518.72,C7018257207,1702034.06,1598515.34,C8138878580,2080685.33,2184204.0500000003,0
328,CASH_OUT,350957.74,C9435834689,2981180.27,2630222.5300000003,C4523835546,626214.58,977172.32,0
426,CASH_OUT,132342.37,C6586052931,4937098.14,4804755.77,C5596475512,3927031.12,4059373.49,0
281,CASH_OUT,55410.45,C5023215996,2885983.48,2830573.03,C8835631574,4385120.04,4440530.49,0
253,CASH_IN,100935.9,C7719914278,4633545.35,4734481.25,C3211503693,4575059.19,4675995.090000001,0
439,PAYMENT,117112.31,C4192775688,109764.85,0.0,M7282399584,0.0,0.0,1
26,CASH_OUT,371856.68,C2092172869,3853837.0,3481980.32,C8272523661,2476651.05,2848507.73,0
39,CASH_OUT,440697.43,C8908094496,2699206.67,2258509.2399999998,C3089957510,682525.55,1123222.98,0
152,CASH_IN,133245.63,C3423608280,3801884.72,3935130.35,C9773887747,1099363.73,1232609.3599999999,1
316,PAYMENT,128604.15,C7611835422,3837895.52,3709291.37,M1262067368,0.0,0.0,0
